date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:37:37	2181/2181	---M--	200	added ('OK')	application/javascript	date:Sat,%2012%20Jan%202019%2010:39:38%20GMT	https://pxltheme.com/html/bolby/landing/js/jquery.counterup.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/jquery.counterup.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:40	19149/19149	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2014:08:50%20GMT	https://pxltheme.com/html/bolby/landing/js/popper.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/popper.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:43	55775/55775	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Dec%202018%2002:47:12%20GMT	https://pxltheme.com/html/bolby/landing/js/bootstrap.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/bootstrap.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:45	34695/34695	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Jan%202019%2007:13:10%20GMT	https://pxltheme.com/html/bolby/landing/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/isotope.pkgd.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:49	21705/21705	---M--	200	added ('OK')	application/javascript	date:Sat,%2012%20Jan%202019%2013:32:45%20GMT	https://pxltheme.com/html/bolby/landing/js/infinite-scroll.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/infinite-scroll.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:52	5594/5594	---M--	200	added ('OK')	application/javascript	date:Sat,%2012%20Jan%202019%2013:33:23%20GMT	https://pxltheme.com/html/bolby/landing/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/imagesloaded.pkgd.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:54	41953/41953	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Jun%202016%2003:42:17%20GMT	https://pxltheme.com/html/bolby/landing/js/slick.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/slick.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:56	1728/1728	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Dec%202018%2004:02:18%20GMT	https://pxltheme.com/html/bolby/landing/js/contact.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/contact.js	(from https://pxltheme.com/html/bolby/landing/)
22:37:59	11729/11729	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Dec%202018%2004:53:45%20GMT	https://pxltheme.com/html/bolby/landing/js/validator.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/validator.js	(from https://pxltheme.com/html/bolby/landing/)
22:38:02	8155/8155	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2011:43:33%20GMT	https://pxltheme.com/html/bolby/landing/js/wow.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/wow.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:38:05	1014/1014	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2015:48:16%20GMT	https://pxltheme.com/html/bolby/landing/js/morphext.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/morphext.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:38:09	17509/17509	---M--	200	added ('OK')	application/javascript	date:Sun,%2009%20Feb%202020%2013:30:21%20GMT	https://pxltheme.com/html/bolby/landing/js/parallax.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/parallax.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:38:12	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Jun%202017%2008:11:48%20GMT	https://pxltheme.com/html/bolby/landing/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/jquery.magnific-popup.min.js	(from https://pxltheme.com/html/bolby/landing/)
22:38:15	13762/13762	---M--	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202020%2002:30:44%20GMT	https://pxltheme.com/html/bolby/landing/js/custom.js	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/js/custom.js	(from https://pxltheme.com/html/bolby/landing/)
22:38:20	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.eot	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:22	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-brands-400d41d.eot	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:23	69608/69608	---M--	200	added ('OK')	font/woff2	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.woff2	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:24	81612/81612	---M--	200	added ('OK')	font/woff	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.woff	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:27	126192/126192	---M--	200	added ('OK')	font/ttf	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.ttf	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:30	40460/40460	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.eot	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:32	40460/40460	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-regular-400d41d.eot	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:32	713576/713576	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-brands-400.svg	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:33	14844/14844	---M--	200	added ('OK')	font/woff2	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.woff2	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:35	18112/18112	---M--	200	added ('OK')	font/woff	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.woff	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:38	40232/40232	---M--	200	added ('OK')	font/ttf	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.ttf	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:42	140249/140249	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-regular-400.svg	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:44	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.eot	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:45	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-solid-900d41d.eot	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:46	73852/73852	---M--	200	added ('OK')	font/woff2	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.woff2	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:48	95436/95436	---M--	200	added ('OK')	font/woff	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.woff	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:52	196952/196952	---M--	200	added ('OK')	font/ttf	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.ttf	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:53	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2008%20Jan%202017%2013:33:10%20GMT	https://pxltheme.com/html/bolby/landing/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/Simple-Line-Iconsb26c.eot	(from https://pxltheme.com/html/bolby/landing/css/simple-line-icons.css)
22:38:54	746673/746673	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2002%20Nov%202018%2006:49:34%20GMT	https://pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/webfonts/fa-solid-900.svg	(from https://pxltheme.com/html/bolby/landing/css/all.min.css)
22:38:55	30064/30064	---M--	200	added ('OK')	font/woff2	date:Sun,%2008%20Jan%202017%2013:33:10%20GMT	https://pxltheme.com/html/bolby/landing/fonts/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/Simple-Line-Iconsb26c.woff2	(from https://pxltheme.com/html/bolby/landing/css/simple-line-icons.css)
22:38:57	54056/54056	---M--	200	added ('OK')	font/ttf	date:Sun,%2008%20Jan%202017%2013:33:10%20GMT	https://pxltheme.com/html/bolby/landing/fonts/Simple-Line-Icons.ttf?v=2.4.0	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/Simple-Line-Iconsb26c.ttf	(from https://pxltheme.com/html/bolby/landing/css/simple-line-icons.css)
22:38:59	81332/81332	---M--	200	added ('OK')	font/woff	date:Sun,%2008%20Jan%202017%2013:33:10%20GMT	https://pxltheme.com/html/bolby/landing/fonts/Simple-Line-Icons.woff?v=2.4.0	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/Simple-Line-Iconsb26c.woff	(from https://pxltheme.com/html/bolby/landing/css/simple-line-icons.css)
22:39:01	4178/4178	---M--	200	added ('OK')	image/gif	date:Thu,%2005%20May%202016%2020:35:48%20GMT	https://pxltheme.com/html/bolby/landing/images/ajax-loader.gif	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/images/ajax-loader.gif	(from https://pxltheme.com/html/bolby/landing/css/slick.css)
22:39:01	239045/239045	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jan%202017%2013:33:10%20GMT	https://pxltheme.com/html/bolby/landing/fonts/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/Simple-Line-Iconsb26c.svg	(from https://pxltheme.com/html/bolby/landing/css/simple-line-icons.css)
22:39:03	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20May%202016%2020:35:48%20GMT	https://pxltheme.com/html/bolby/landing/fonts/slick.eot	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/slick.eot	(from https://pxltheme.com/html/bolby/landing/css/slick.css)
22:39:04	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20May%202016%2020:35:48%20GMT	https://pxltheme.com/html/bolby/landing/fonts/slick.eot?	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/slickd41d.eot	(from https://pxltheme.com/html/bolby/landing/css/slick.css)
22:39:07	1380/1380	---M--	200	added ('OK')	font/woff	date:Thu,%2005%20May%202016%2020:35:48%20GMT	https://pxltheme.com/html/bolby/landing/fonts/slick.woff	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/slick.woff	(from https://pxltheme.com/html/bolby/landing/css/slick.css)
22:39:09	1892/1892	---M--	200	added ('OK')	font/ttf	date:Thu,%2005%20May%202016%2020:35:48%20GMT	https://pxltheme.com/html/bolby/landing/fonts/slick.ttf	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/slick.ttf	(from https://pxltheme.com/html/bolby/landing/css/slick.css)
22:39:12	2152/2152	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2005%20May%202016%2020:35:48%20GMT	https://pxltheme.com/html/bolby/landing/fonts/slick.svg	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/fonts/slick.svg	(from https://pxltheme.com/html/bolby/landing/css/slick.css)
22:39:15	2365/2365	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Feb%202020%2012:38:44%20GMT	https://pxltheme.com/html/bolby/landing/images/dots-bg.svg	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/images/dots-bg.svg	(from https://pxltheme.com/html/bolby/landing/css/style.css)
22:39:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jul%202020%2017:09:18%20GMT	https://pxltheme.com/html/bolby/landing/images/dots-bg-light.svg	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/images/dots-bg-light.41.delayed	(from https://pxltheme.com/html/bolby/landing/css/style.css)
22:39:21	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jul%202020%2017:09:21%20GMT	https://pxltheme.com/html/bolby/landing/images/map-light.png	C:/My%20Web%20Sites/Bolby%20-%20portfolio/pxltheme.com/html/bolby/landing/images/map-light.42.delayed	(from https://pxltheme.com/html/bolby/landing/css/style.css)
